account_tenure_days,customer_age,kyc_verified,is_vip_tier,num_deposit_methods_used,num_withdrawal_methods_used,deposit_count_30d,withdrawal_count_30d,total_deposit_amount_30d,total_withdrawal_amount_30d,avg_bet_size,num_devices_used_30d,num_distinct_ip_countries_30d,pct_deposits_near_reporting_threshold,median_hours_deposit_to_withdrawal,cross_border_payment_flag,night_time_transaction_pct,is_suspicious_activity
730,43,1,0,2,2,9,2,267.15,157.31,69.62,3,2,0.12,50.7,0,0.151,0
115,31,1,0,4,1,8,2,395.76,115.65,82.14,3,1,0.153,38.5,0,0.284,0
206,51,1,0,3,2,4,4,108.06,48.68,18.16,5,1,0.169,14.3,0,0.501,0
536,66,1,0,1,1,7,2,139.42,79.11,9.19,2,1,0.009,59.5,0,0.353,0
1324,30,0,0,2,1,1,5,475.49,319.84,42.29,1,1,0.466,26.8,0,0.036,0
114,40,1,0,2,2,11,6,78.74,15.34,33.92,3,1,0.152,37.0,0,0.235,0
1176,33,1,0,2,3,11,4,657.32,239.15,9.56,4,1,0.09,74.6,0,0.132,0
193,50,1,0,4,1,5,1,62.64,25.7,61.78,3,1,0.112,54.4,0,0.359,0
343,35,1,0,3,3,11,6,151.39,47.04,12.16,3,1,0.079,17.2,0,0.035,0
201,49,1,0,2,1,6,5,58.38,39.34,14.3,3,2,0.081,77.1,0,0.135,0
186,33,1,0,3,1,7,3,67.62,6.47,35.54,2,1,0.143,8.3,0,0.449,0
114,65,1,0,2,4,10,4,94.23,62.25,28.18,1,1,0.343,144.0,0,0.029,0
337,18,1,0,2,1,10,6,200.82,3.21,9.89,2,1,0.01,72.4,0,0.302,0
92,43,1,0,2,1,8,2,54.6,10.93,27.12,6,1,0.109,52.2,0,0.014,0
1834,38,1,0,2,4,6,2,173.1,46.22,41.29,4,2,0.029,39.6,0,0.187,0
545,37,1,0,1,1,11,3,145.13,53.59,29.05,1,1,0.163,5.5,0,0.294,0
196,41,1,0,2,1,13,4,383.4,267.29,56.22,2,2,0.319,59.6,0,0.258,0
221,39,1,0,2,2,7,4,45.89,16.09,17.67,5,1,0.367,48.1,0,0.275,0
374,41,1,0,3,3,4,2,145.58,112.62,36.73,3,3,0.3,62.3,1,0.213,0
267,43,1,1,3,1,6,2,105.47,92.5,31.58,2,2,0.163,18.1,0,0.097,0
297,59,1,1,4,1,17,4,109.4,61.04,20.42,1,1,0.063,44.3,0,0.63,0
415,18,1,0,2,2,12,2,303.35,75.3,10.07,5,1,0.017,23.7,0,0.281,0
194,60,1,0,2,1,5,3,413.95,265.35,18.92,1,1,0.058,52.7,1,0.093,0
1050,69,1,0,1,3,3,3,400.65,133.53,52.38,1,2,0.124,71.2,0,0.228,0
84,18,1,0,3,2,10,0,146.51,50.55,6.66,1,1,0.007,77.0,0,0.12,0
7,39,1,0,3,2,5,5,1027.14,401.73,6.1,2,1,0.086,23.1,0,0.239,0
8,54,1,0,4,3,7,4,167.12,76.34,27.68,3,1,0.204,56.1,0,0.555,0
125,49,1,0,2,2,11,6,222.34,97.45,18.72,1,2,0.078,85.1,0,0.154,0
870,58,1,0,1,2,7,4,326.85,220.66,29.24,5,1,0.208,27.2,0,0.255,0
46,42,1,0,3,5,7,7,80.29,64.64,12.63,2,1,0.047,126.8,1,0.299,0
354,18,1,1,3,3,9,3,312.72,51.37,11.19,7,1,0.046,29.7,0,0.224,0
71,54,1,0,1,2,7,1,20.0,11.47,11.03,1,1,0.083,28.6,0,0.057,0
519,46,1,0,1,1,11,4,91.1,63.04,18.47,1,2,0.054,41.7,0,0.503,0
64,56,1,0,2,2,15,2,275.09,127.02,44.18,5,1,0.14,64.5,0,0.066,0
12,20,1,0,4,3,8,3,53.39,32.87,35.94,1,1,0.034,31.8,0,0.104,0
140,23,1,0,2,1,9,2,43.38,23.52,11.76,2,1,0.124,33.9,0,0.207,0
22,38,0,0,3,3,8,4,837.09,492.45,35.58,3,1,0.302,26.8,0,0.584,0
148,54,1,0,1,3,9,2,655.07,347.75,21.8,2,2,0.02,62.8,0,0.036,0
740,57,1,0,5,1,7,5,146.82,16.7,23.4,1,3,0.137,10.6,0,0.115,0
11,29,1,0,2,2,6,4,646.07,221.68,14.2,3,1,0.061,33.5,0,0.578,0
688,33,1,0,2,1,11,3,98.87,74.07,7.43,3,1,0.512,64.7,0,0.035,0
559,72,1,0,1,2,7,6,95.13,12.66,41.39,1,2,0.038,64.9,0,0.31,0
1020,31,0,0,3,1,6,7,347.58,203.4,15.22,1,2,0.186,106.2,1,0.028,0
838,46,0,0,2,4,8,7,40.82,8.55,8.24,2,1,0.309,64.5,0,0.266,0
183,33,1,0,2,4,8,6,69.21,26.47,37.45,3,2,0.081,67.1,1,0.14,0
776,44,1,0,2,2,8,2,1418.99,644.15,30.89,3,1,0.126,174.9,0,0.239,0
895,28,1,0,2,3,5,2,62.56,19.17,9.2,3,1,0.053,21.5,0,0.394,0
508,28,1,0,4,3,5,4,220.37,181.13,103.12,3,3,0.134,76.6,0,0.115,0
25,34,1,0,1,1,9,3,46.55,9.29,17.33,4,1,0.137,45.9,0,0.389,0
220,31,1,0,1,1,12,8,1227.84,586.38,8.37,2,1,0.093,31.0,0,0.278,0
147,34,1,0,5,1,7,4,838.08,186.4,9.46,3,1,0.118,48.5,0,0.379,0
938,44,0,0,1,1,6,2,542.89,278.78,15.37,3,2,0.398,46.7,0,0.032,0
1,61,0,0,3,3,5,6,209.74,27.92,58.91,2,2,0.126,23.0,0,0.406,0
88,31,1,0,1,1,9,5,114.96,52.02,29.68,2,1,0.272,71.9,0,0.302,0
720,26,1,0,3,3,9,5,533.7,266.64,5.59,4,1,0.161,11.2,0,0.288,0
362,38,1,0,3,3,11,5,1227.67,349.44,14.22,2,1,0.135,26.2,0,0.194,0
40,28,0,0,3,1,6,5,153.82,88.59,27.85,1,2,0.123,17.6,0,0.143,0
402,18,1,0,3,2,5,7,54.24,29.24,55.3,2,1,0.166,56.4,0,0.39,0
546,51,1,0,1,2,11,3,182.19,59.46,8.14,3,1,0.381,41.2,0,0.033,0
860,39,1,0,2,4,9,6,55.37,12.83,5.24,1,1,0.128,14.8,0,0.497,0
1358,40,1,0,3,1,6,5,223.43,48.7,5.69,2,1,0.074,67.9,0,0.583,0
34,18,1,0,2,3,10,6,320.79,202.23,29.06,1,1,0.073,17.5,0,0.079,0
263,31,1,0,4,1,8,8,57.06,29.5,28.22,2,1,0.239,32.1,0,0.387,0
485,21,1,0,2,1,4,6,557.36,106.15,36.74,3,2,0.075,12.2,0,0.181,0
295,38,0,0,1,2,5,4,184.47,53.15,40.46,5,1,0.071,48.4,1,0.41,1
668,40,1,0,3,1,14,3,226.96,43.75,21.15,3,1,0.076,56.3,0,0.519,0
2166,40,1,0,1,1,7,1,958.89,667.35,22.66,1,2,0.087,57.3,0,0.255,0
2331,30,1,0,4,2,12,4,288.79,73.45,6.28,1,1,0.104,18.1,0,0.334,0
428,28,1,0,1,3,7,2,286.07,132.91,54.77,1,1,0.088,17.3,0,0.049,0
508,36,1,0,1,2,4,2,311.91,209.62,15.65,1,1,0.082,19.3,0,0.116,0
979,42,1,1,4,4,5,5,56.13,16.08,10.44,3,1,0.335,10.4,0,0.172,0
7,31,1,0,5,2,8,4,81.68,22.38,18.84,1,1,0.176,47.0,0,0.183,0
80,27,0,0,4,2,7,6,139.64,104.63,19.9,4,2,0.097,30.5,0,0.378,0
86,27,1,0,2,3,6,3,210.83,61.85,13.61,3,1,0.153,39.2,0,0.679,0
689,30,1,0,4,3,12,2,300.19,266.74,8.48,1,1,0.03,73.4,0,0.44,0
1332,33,1,0,5,2,5,3,62.56,33.37,36.67,3,1,0.042,24.1,0,0.025,0
255,25,1,0,3,1,6,3,760.76,441.86,56.19,1,3,0.267,19.3,0,0.091,0
63,33,1,0,2,3,10,5,431.38,313.76,19.52,3,2,0.033,50.6,0,0.246,0
475,53,1,0,1,1,15,1,312.58,34.15,24.44,1,1,0.002,35.9,0,0.371,0
100,34,1,0,2,3,5,5,459.81,170.65,8.96,4,1,0.198,31.7,0,0.095,0
289,23,1,0,1,4,9,4,127.87,52.8,15.35,2,1,0.209,51.0,0,0.27,0
55,18,1,0,3,1,13,4,162.3,45.23,70.46,2,1,0.151,8.7,0,0.467,0
299,60,1,0,2,2,6,5,351.47,138.84,38.31,1,2,0.043,88.3,0,0.287,0
306,52,1,0,2,1,6,5,420.97,106.15,5.2,5,1,0.151,38.2,0,0.263,0
372,41,1,0,1,2,10,5,136.91,111.06,23.6,4,1,0.209,49.7,0,0.176,0
383,52,1,0,1,1,9,4,205.06,89.93,13.91,3,2,0.061,19.3,0,0.198,0
185,44,1,0,3,6,7,5,362.63,96.3,33.94,4,1,0.166,49.1,1,0.205,0
949,37,1,0,2,3,9,4,166.23,135.76,21.54,2,2,0.252,55.0,0,0.255,0
56,23,1,1,2,3,3,2,168.09,135.53,15.29,2,1,0.039,31.3,0,0.758,0
35,61,1,0,2,2,4,4,138.77,52.44,13.84,3,2,0.285,76.5,0,0.114,0
265,33,1,0,2,1,6,3,109.02,67.52,15.38,1,1,0.41,57.3,0,0.27,0
29,33,1,0,5,1,4,5,472.85,48.64,15.21,5,1,0.222,49.2,0,0.241,0
61,38,1,0,4,2,8,4,129.28,54.61,17.99,1,1,0.11,56.8,0,0.343,0
63,39,1,0,1,2,4,4,209.68,91.92,19.23,4,1,0.384,52.2,0,0.312,0
40,45,1,0,1,1,3,3,216.16,59.44,18.13,3,2,0.137,17.3,0,0.128,0
643,44,1,0,4,2,4,3,302.87,104.74,11.79,2,2,0.202,69.8,0,0.503,0
147,31,1,0,1,4,6,3,1602.62,621.9,22.14,1,1,0.058,44.8,0,0.205,0
1232,38,0,0,4,2,6,3,61.67,14.0,36.05,2,1,0.092,63.1,0,0.342,0
363,45,1,0,3,4,7,3,145.59,46.55,70.73,3,1,0.274,65.6,0,0.154,0
918,30,1,1,3,3,9,3,288.22,147.05,29.57,3,1,0.153,19.2,0,0.028,0
386,55,0,0,3,2,8,1,61.24,31.69,53.53,5,2,0.134,39.7,0,0.187,0
268,38,0,0,1,2,7,5,1069.28,411.34,11.14,2,2,0.098,29.6,0,0.167,0
334,57,1,0,1,1,7,4,185.45,106.57,95.73,1,1,0.176,39.8,0,0.141,0
140,21,1,0,2,2,12,3,274.93,173.75,6.99,4,3,0.188,43.3,0,0.358,1
262,46,1,0,1,2,12,3,73.48,19.68,39.34,1,1,0.155,39.0,0,0.146,0
52,27,1,0,3,3,12,4,451.92,209.14,18.3,3,1,0.067,48.0,0,0.274,0
301,30,0,0,1,4,9,2,231.35,90.21,19.56,2,1,0.044,30.2,0,0.169,0
508,49,1,0,1,3,10,3,149.45,63.62,119.19,1,1,0.11,32.5,0,0.038,0
427,35,1,0,1,3,10,4,83.99,37.11,50.21,1,1,0.181,5.8,0,0.198,0
150,69,1,0,2,3,9,1,79.05,37.55,9.92,1,1,0.223,129.5,0,0.635,0
60,44,1,1,2,3,3,4,301.17,122.8,13.72,4,1,0.091,42.5,0,0.09,0
483,30,1,0,1,4,7,4,275.48,66.12,33.73,3,1,0.297,47.9,0,0.391,0
863,44,1,0,1,3,9,3,78.72,58.4,24.01,1,2,0.193,91.1,0,0.222,0
46,35,1,0,2,1,5,2,332.4,63.96,6.34,2,1,0.095,19.3,0,0.245,0
121,48,1,0,1,2,9,1,134.23,60.49,24.37,1,1,0.296,10.5,0,0.115,0
241,34,1,0,1,2,8,4,247.96,75.49,105.61,2,1,0.043,51.9,0,0.478,0
699,43,1,0,3,4,9,5,277.37,117.99,9.95,3,1,0.073,11.6,0,0.238,0
273,40,1,0,2,1,6,4,499.96,335.71,40.09,1,1,0.132,22.7,0,0.408,0
406,39,1,0,2,4,11,2,864.99,62.81,34.97,1,2,0.193,29.2,0,0.182,0
70,51,1,0,3,2,6,6,70.34,22.86,41.88,4,1,0.172,68.3,0,0.06,0
88,18,1,0,2,3,4,3,153.71,57.47,150.81,3,2,0.121,56.0,0,0.348,0
583,39,1,0,2,2,6,8,204.52,140.95,24.34,3,1,0.074,62.2,0,0.297,0
640,30,1,0,2,2,8,7,123.75,28.47,4.9,2,1,0.061,59.1,0,0.253,0
128,22,1,0,1,2,7,1,1162.61,470.67,5.72,1,1,0.09,29.5,0,0.316,0
994,28,1,0,1,3,2,2,1929.92,1010.4,21.88,1,1,0.01,43.2,0,0.044,0
15,31,1,0,2,2,4,4,20.24,10.54,12.17,2,2,0.241,20.3,0,0.403,0
122,35,0,0,3,3,7,5,328.88,52.85,38.92,1,1,0.279,42.8,0,0.223,0
105,42,1,0,4,2,7,4,167.55,109.96,8.58,1,1,0.103,5.3,0,0.339,0
67,45,1,0,1,1,6,4,195.91,160.12,30.22,1,1,0.21,61.2,0,0.264,0
22,33,1,0,2,1,11,4,315.83,99.7,10.0,1,1,0.454,46.5,0,0.119,0
618,57,1,0,3,3,8,2,421.54,247.07,8.53,1,2,0.258,59.7,0,0.142,0
459,34,1,0,2,1,6,7,183.8,25.94,9.12,1,1,0.097,29.3,0,0.152,0
234,18,1,0,1,1,5,3,64.51,15.5,17.98,2,2,0.15,51.4,0,0.136,0
348,34,0,0,1,1,8,5,298.57,191.63,12.63,3,2,0.085,44.8,0,0.084,0
237,39,1,0,2,2,12,3,255.09,148.01,48.57,2,1,0.014,13.5,0,0.106,0
574,18,1,0,4,2,7,6,55.78,8.62,21.48,2,1,0.232,52.3,0,0.373,0
65,52,1,0,3,3,1,7,108.62,41.85,23.49,2,1,0.075,46.3,0,0.059,0
15,37,1,0,1,1,9,3,178.46,81.52,51.84,2,1,0.062,29.7,0,0.111,0
971,24,1,0,1,1,11,3,131.94,33.42,13.41,1,1,0.195,12.7,0,0.317,0
219,26,1,0,1,3,10,3,702.47,116.73,14.27,4,2,0.134,71.0,0,0.381,0
1211,47,1,0,2,1,8,2,860.3,392.72,33.87,2,2,0.205,36.8,0,0.248,0
1741,49,1,0,3,4,10,4,466.22,327.09,13.19,2,1,0.17,9.5,0,0.101,0
1186,30,1,0,1,1,10,5,437.24,202.16,14.85,2,1,0.119,27.6,0,0.219,0
383,22,1,0,3,1,14,3,415.31,81.12,12.23,2,1,0.111,25.0,0,0.204,0
35,40,1,0,4,1,10,2,263.87,145.16,6.46,2,1,0.062,20.6,0,0.305,0
2024,42,1,0,1,2,9,6,238.39,89.81,10.64,2,1,0.061,31.6,0,0.151,0
331,45,1,0,1,2,7,4,106.99,78.25,42.34,1,1,0.165,17.5,0,0.118,0
144,31,1,0,2,1,5,4,266.3,21.67,7.56,2,1,0.044,65.4,0,0.182,0
504,37,1,0,1,2,7,3,625.87,116.5,26.14,2,1,0.246,79.4,0,0.312,0
148,38,1,0,2,3,5,1,726.88,505.7,18.81,2,1,0.165,73.2,0,0.099,0
122,50,1,0,4,2,9,6,1422.77,123.04,27.18,2,1,0.154,48.1,0,0.174,0
594,54,1,0,2,2,10,2,849.26,636.41,77.01,1,4,0.342,89.2,0,0.205,0
77,57,1,0,1,2,9,3,326.66,182.9,19.19,2,1,0.062,67.9,0,0.125,0
430,54,1,0,3,2,9,4,1155.46,445.06,43.24,2,2,0.191,65.2,0,0.187,0
327,60,1,0,1,2,6,7,376.08,48.31,6.23,1,1,0.25,141.7,1,0.238,0
417,50,1,0,1,1,8,3,719.01,296.08,6.58,3,1,0.088,19.1,0,0.374,0
500,31,0,0,4,2,9,3,381.72,136.09,20.04,1,1,0.301,12.0,0,0.129,0
114,56,1,0,2,1,6,2,176.99,56.05,5.23,3,1,0.139,38.8,0,0.312,0
710,21,1,0,2,4,5,3,195.95,83.09,83.22,1,2,0.201,18.1,1,0.431,0
617,66,0,0,2,1,6,4,88.49,25.32,14.9,2,1,0.07,27.8,0,0.265,0
111,26,1,0,1,1,5,7,47.45,30.31,10.39,3,1,0.057,15.3,0,0.137,0
1095,49,1,1,2,2,11,4,85.01,28.37,5.39,2,1,0.102,83.9,0,0.2,0
1047,55,1,0,2,1,5,4,98.9,20.06,7.23,3,1,0.246,110.8,0,0.117,0
1591,44,1,0,1,2,7,6,178.96,61.11,22.84,1,1,0.071,49.9,0,0.209,0
316,18,1,0,1,1,15,4,312.68,250.03,47.54,3,2,0.359,77.0,1,0.278,0
16,27,1,0,2,3,11,0,578.04,202.57,17.96,5,1,0.057,41.0,0,0.196,0
636,42,1,0,1,1,15,5,522.48,231.87,30.91,1,1,0.299,55.6,1,0.149,0
702,46,1,0,1,3,8,9,285.97,100.59,26.42,1,1,0.379,71.3,0,0.446,0
105,36,1,0,2,3,6,5,77.23,10.52,74.34,5,1,0.123,48.6,0,0.214,0
221,39,1,0,1,3,8,2,1748.48,139.12,27.18,1,1,0.233,28.3,0,0.054,0
48,20,1,0,1,3,7,2,105.08,33.07,22.39,2,2,0.276,40.3,0,0.345,0
171,59,1,0,2,1,9,5,256.22,66.45,31.2,3,2,0.084,49.7,1,0.2,0
525,33,1,0,1,2,8,4,164.61,50.3,22.89,3,2,0.095,26.0,0,0.119,0
683,47,1,0,1,1,15,11,341.55,212.05,28.47,2,1,0.105,78.0,0,0.424,0
104,55,0,0,3,1,7,4,466.09,105.53,17.65,3,1,0.064,40.9,0,0.228,0
895,24,1,0,3,3,10,4,292.43,146.85,12.85,1,1,0.333,28.1,0,0.221,0
296,40,0,0,3,1,13,5,114.86,34.22,6.46,2,2,0.175,18.4,0,0.314,0
690,41,0,0,2,3,14,3,1158.37,283.7,16.07,1,2,0.493,81.1,0,0.425,0
176,35,1,0,4,3,7,6,462.49,115.98,86.27,3,1,0.152,24.6,0,0.162,0
48,49,1,0,1,1,7,1,550.24,165.64,24.7,2,1,0.18,40.7,0,0.343,0
625,30,1,0,1,1,6,4,1194.65,569.43,20.76,3,1,0.107,18.1,0,0.193,0
79,39,1,0,5,3,8,3,124.51,51.0,22.69,4,1,0.08,10.4,0,0.43,0
266,34,1,0,3,2,11,2,124.6,16.47,18.3,2,1,0.144,43.2,0,0.441,0
6,66,1,0,3,1,3,3,803.93,382.85,23.89,2,1,0.014,68.5,0,0.437,0
103,30,1,0,2,3,7,2,243.05,145.31,13.67,3,2,0.146,28.5,0,0.276,0
686,47,1,0,2,1,6,1,123.98,29.13,9.82,2,1,0.175,74.5,0,0.084,0
181,60,1,0,3,3,12,3,156.68,68.09,34.87,2,1,0.203,37.2,0,0.415,0
647,27,0,0,1,3,4,3,60.19,25.5,52.19,1,1,0.256,29.5,0,0.193,0
648,39,1,0,4,3,6,4,52.02,29.31,5.03,2,2,0.094,44.0,1,0.191,0
650,26,1,1,3,2,7,3,136.02,36.18,17.96,5,1,0.018,20.8,0,0.215,0
488,18,1,0,1,1,7,2,344.17,154.25,47.8,4,1,0.11,45.9,0,0.396,0
82,29,1,0,4,2,10,6,111.97,14.19,18.66,5,1,0.114,44.8,0,0.01,0
305,31,0,0,2,2,9,3,243.38,27.86,15.31,2,2,0.278,23.0,0,0.285,0
484,32,1,0,1,3,9,2,80.25,35.72,22.14,3,1,0.056,26.7,0,0.115,0
855,34,1,0,2,4,5,6,474.92,326.58,62.17,1,2,0.135,55.7,0,0.022,0
597,38,1,0,2,1,5,3,1623.41,305.45,9.21,5,1,0.061,26.0,0,0.339,0
644,24,1,0,2,1,6,4,263.65,29.72,11.88,1,1,0.181,35.5,0,0.256,0
553,42,1,0,2,2,13,3,328.89,41.84,12.27,4,2,0.046,25.8,0,0.61,0
90,53,1,1,1,2,11,2,92.54,17.01,28.96,1,1,0.122,103.5,0,0.25,0
173,54,1,0,4,3,11,2,319.57,73.54,33.65,2,1,0.196,39.2,0,0.223,0
253,35,1,0,1,1,8,3,2397.53,1269.77,12.07,3,1,0.065,34.0,0,0.256,0
278,49,0,0,2,2,6,4,800.94,143.96,12.73,3,3,0.097,34.6,0,0.06,0
263,30,1,0,2,2,10,4,343.76,103.23,29.82,2,1,0.214,29.8,0,0.301,0
103,34,1,0,1,3,9,3,795.79,497.41,10.62,1,1,0.019,50.3,0,0.336,0
739,43,1,0,4,1,7,4,984.71,327.8,118.69,3,1,0.242,20.0,0,0.083,0
161,34,1,0,4,2,8,4,449.96,389.43,74.71,5,1,0.135,27.5,0,0.228,0
123,23,1,0,5,1,4,2,1706.9,905.78,36.32,6,1,0.103,22.2,0,0.169,0
135,48,1,0,3,2,3,8,136.06,83.61,73.64,2,1,0.226,46.0,0,0.143,0
475,28,1,0,3,2,12,4,2425.21,333.09,30.4,2,1,0.328,52.0,0,0.109,0
423,32,1,0,2,2,9,5,126.7,87.23,26.74,3,1,0.196,77.1,0,0.419,0
221,51,1,0,2,3,7,3,368.58,84.58,49.7,4,2,0.136,92.5,0,0.379,0
548,44,1,0,1,2,8,3,206.82,30.29,9.78,1,2,0.304,53.2,0,0.465,0
205,40,1,0,1,1,13,5,1194.5,195.99,20.01,1,1,0.039,33.1,0,0.354,0
893,20,1,0,4,2,6,8,202.78,115.61,20.69,1,1,0.383,23.8,0,0.45,0
1381,24,1,0,2,1,7,4,919.91,143.1,4.02,3,1,0.153,29.5,0,0.173,0
137,43,1,0,1,2,8,4,613.46,246.84,45.56,3,1,0.166,24.3,0,0.123,0
468,46,1,0,2,2,5,4,39.68,12.55,13.42,1,2,0.239,33.1,0,0.164,0
859,41,1,0,2,1,4,6,1291.3,698.0,25.92,1,1,0.263,34.5,0,0.094,0
259,32,1,0,3,1,7,3,80.71,24.82,91.66,3,1,0.275,68.3,0,0.418,0
613,32,1,0,1,3,7,4,355.27,60.17,20.23,2,2,0.288,56.6,0,0.08,0
174,41,1,0,5,2,3,1,288.82,162.69,6.73,2,2,0.326,27.8,0,0.261,0
279,23,1,0,5,3,5,5,745.19,364.81,6.62,2,1,0.282,46.4,0,0.536,0
47,39,1,1,2,2,9,7,913.44,449.13,25.12,2,1,0.09,10.3,0,0.205,0
89,21,1,0,2,2,7,1,229.04,18.71,14.67,4,2,0.087,41.7,0,0.095,0
329,25,1,0,1,1,10,2,598.68,147.81,39.77,2,1,0.137,23.8,0,0.113,0
32,40,1,0,1,3,8,5,159.69,9.65,12.92,4,1,0.111,67.5,0,0.144,0
123,45,1,0,3,1,10,3,167.86,67.02,68.39,3,1,0.165,102.4,0,0.209,0
239,42,1,0,3,2,8,5,1629.69,481.97,18.09,2,1,0.105,38.0,0,0.211,0
708,25,1,1,4,2,4,6,1411.88,748.29,17.86,2,1,0.175,69.4,0,0.111,0
24,18,1,0,1,2,12,8,507.56,105.62,11.81,1,1,0.216,23.6,0,0.161,0
5,38,0,0,2,1,9,7,90.21,47.84,12.55,1,1,0.217,62.4,0,0.133,0
1110,18,1,0,1,1,6,7,606.0,394.58,21.01,2,1,0.22,11.6,0,0.093,0
390,49,1,0,3,2,4,7,187.25,82.08,39.03,1,2,0.218,24.3,0,0.045,0
231,25,1,0,2,1,7,5,204.24,46.26,9.61,4,1,0.109,58.2,0,0.157,0
233,65,1,0,1,3,6,8,454.05,188.06,43.17,2,1,0.042,27.3,0,0.319,0
159,26,1,0,2,3,10,3,686.7,338.38,16.48,3,1,0.193,43.0,0,0.098,0
82,44,1,0,4,2,4,6,285.52,43.6,8.01,2,1,0.062,89.9,1,0.164,0
671,29,1,0,3,1,11,6,104.03,50.27,5.61,2,1,0.481,27.8,0,0.158,0
1072,36,1,0,2,1,5,4,1365.39,93.67,20.78,1,1,0.036,29.2,0,0.354,0
378,40,1,0,1,2,3,5,298.72,102.76,47.19,2,1,0.011,39.6,0,0.572,0
958,48,1,0,3,2,3,3,160.8,79.87,93.28,1,1,0.264,57.6,0,0.654,0
263,50,0,0,2,2,14,3,202.58,31.25,21.53,6,2,0.048,102.4,0,0.167,0
42,47,1,0,3,2,5,3,733.49,106.39,7.1,2,2,0.237,37.4,0,0.148,0
740,50,0,0,2,1,8,5,724.37,105.27,14.58,1,1,0.013,24.0,0,0.296,0
37,31,1,0,4,2,8,3,260.23,117.61,8.34,1,2,0.326,33.9,0,0.184,0
475,46,1,1,2,2,9,7,100.36,81.17,51.73,1,1,0.246,26.3,0,0.249,0
331,34,1,0,4,2,8,0,323.62,142.77,41.91,2,1,0.226,7.1,0,0.247,0
125,50,1,0,1,3,9,4,451.53,238.51,35.05,2,2,0.299,10.3,0,0.164,0
243,39,1,0,2,1,7,5,25.9,11.88,44.68,1,1,0.232,79.7,0,0.155,0
1623,45,1,0,3,1,6,3,2560.92,724.58,34.81,1,1,0.048,48.6,0,0.479,0
415,41,1,0,1,4,7,3,392.37,327.51,14.12,2,1,0.154,81.0,0,0.193,0
789,47,1,0,3,1,8,5,84.33,56.35,9.71,2,1,0.112,25.0,1,0.108,0
99,28,1,0,2,3,11,4,139.66,65.2,9.01,3,1,0.114,90.3,0,0.367,0
512,19,1,0,5,3,6,4,876.45,638.8,11.44,3,1,0.11,14.2,0,0.186,0
324,50,1,0,1,2,5,3,644.63,158.87,36.3,1,2,0.145,63.1,0,0.274,0
57,54,1,0,2,2,7,5,473.12,314.83,55.46,2,1,0.07,81.5,0,0.162,0
197,37,1,0,5,2,9,4,149.11,99.83,28.03,4,1,0.1,45.7,1,0.15,0
1251,48,0,0,2,1,10,6,295.17,204.62,7.29,2,1,0.024,19.5,0,0.058,0
308,18,1,0,1,3,7,2,341.48,106.19,54.3,2,2,0.343,13.7,0,0.141,0
651,31,0,0,2,2,13,8,223.37,144.83,17.13,1,1,0.056,10.2,0,0.34,0
96,39,1,0,1,3,8,5,424.98,319.01,45.78,3,1,0.152,95.2,0,0.005,0
666,18,1,0,3,3,6,1,121.86,88.07,19.09,8,1,0.08,53.1,0,0.478,0
359,20,1,0,1,3,7,5,164.3,59.38,28.02,2,3,0.132,14.3,0,0.242,0
849,40,1,0,2,2,8,4,369.41,200.86,58.89,1,1,0.362,74.1,0,0.121,0
169,31,1,0,2,1,10,4,649.48,351.95,24.16,4,1,0.285,114.7,0,0.348,0
259,34,1,0,3,1,4,5,80.51,5.69,54.07,3,1,0.106,39.4,0,0.079,0
788,33,0,0,1,2,4,2,39.61,8.76,32.02,1,2,0.015,100.7,0,0.389,0
490,23,1,0,1,1,6,7,190.94,58.7,11.6,1,1,0.016,39.4,0,0.091,0
205,35,1,0,2,2,8,6,272.15,111.9,4.81,2,1,0.18,16.8,0,0.712,0
54,38,1,0,2,2,11,4,335.38,258.7,10.0,2,1,0.122,35.5,0,0.46,0
56,31,1,0,2,1,5,3,1234.36,359.51,13.8,3,1,0.08,21.8,1,0.119,0
1694,32,1,0,1,1,8,5,521.28,230.58,10.37,2,2,0.274,62.3,0,0.107,0
251,36,1,0,2,3,9,4,105.84,68.72,5.15,3,3,0.191,42.8,0,0.194,0
243,48,0,0,3,2,4,6,295.63,131.35,32.69,3,1,0.027,24.1,0,0.137,0
291,37,1,0,1,2,8,4,141.23,104.68,40.18,2,3,0.161,36.9,0,0.203,0
1954,18,1,0,3,2,3,5,73.6,47.57,6.2,3,1,0.085,38.6,0,0.39,0
138,24,1,0,1,3,16,4,22.26,8.02,9.97,3,1,0.091,65.5,0,0.188,0
334,49,1,0,2,1,5,1,180.6,32.22,15.06,3,1,0.392,24.2,0,0.067,0
82,30,0,0,3,3,6,4,455.01,201.07,31.76,6,2,0.18,21.1,0,0.156,0
125,37,1,0,3,2,10,6,89.82,6.53,22.02,1,1,0.165,24.9,0,0.167,0
18,61,1,0,4,1,7,5,258.53,142.5,22.47,5,1,0.083,59.8,0,0.549,0
125,46,1,0,1,2,8,5,28.69,13.41,8.96,3,1,0.079,30.9,0,0.089,0
275,18,1,0,1,2,5,5,33.33,7.64,50.28,3,1,0.165,65.4,1,0.073,0
114,55,1,0,3,2,7,1,109.68,46.91,70.67,1,1,0.23,33.5,0,0.173,0
388,40,1,0,1,2,12,5,148.39,100.25,17.07,1,2,0.248,78.0,0,0.134,0
3,42,1,0,2,1,8,6,518.88,48.19,4.07,4,1,0.219,59.6,0,0.332,0
